date,AC_W,Curr_Short_Battery,Curr_Long_Battery,Projected_Power_Production,Season,Predicted_Power_Consumption,Select_Storage_Battery,Select_Supply_Battery,Light_Control
2022-01-01 0:00,0,2974.9995,200000,0,0,0,Stop Storage,Long,1
2022-01-01 1:00,0,2974.9995,199825,0,0,0,Stop Storage,Short,1
2022-01-01 2:00,0,2869.683552,199825,0,0,0,Stop Storage,Short,1
2022-01-01 3:00,0,2764.367604,199825,0,0,0,Stop Storage,Short,1
2022-01-01 4:00,0,2659.051656,199825,0,0,0,Stop Storage,Short,1
2022-01-01 5:00,0,2553.735709,199825,0,0,0,Stop Storage,Short,1
2022-01-01 6:00,0,2448.419761,199825,2.9522903,0,0,Stop Storage,Short,1
2022-01-01 7:00,12.39,2343.103813,199825,0,0,0,Short,Short,1
2022-01-01 8:00,129.16,2248.938865,199825,52.62422,0,1,Short,Stop Supply,0
2022-01-01 9:00,295.67,2365.182865,199825,71.737595,0,1,Short,Stop Supply,0
2022-01-01 10:00,511.98,2631.285865,199825,262.90317,0,1,Short,Stop Supply,0
2022-01-01 11:00,554.95,3092.067865,199825,376.82803,0,1,Short,Stop Supply,0
2022-01-01 12:00,552,3591.522865,199825,436.85083,0,1,Short,Stop Supply,0
2022-01-01 13:00,483.95,4088.322865,199825,382.16943,0,1,Short,Stop Supply,0
2022-01-01 14:00,349.06,4523.877865,199825,337.308,0,1,Short,Stop Supply,0
2022-01-01 15:00,181.24,4838.031865,199825,177.21645,0,1,Short,Stop Supply,0
2022-01-01 16:00,55.24,5001.147865,199825,35.13165,0,1,Short,Stop Supply,0
2022-01-01 17:00,6.86,5050.863865,199825,0,0,0,Short,Short,1
2022-01-01 18:00,0,4951.721917,199825,0,0,0,Stop Storage,Short,1
2022-01-01 19:00,0,4846.405969,199825,0,0,0,Stop Storage,Short,1
2022-01-01 20:00,0,4741.090022,199825,0,0,0,Stop Storage,Short,1
2022-01-01 21:00,0,4635.774074,199825,0,0,0,Stop Storage,Short,1
2022-01-01 22:00,0,4530.458126,199825,0,0,0,Stop Storage,Short,1
2022-01-01 23:00,0,4425.142178,199825,0,0,0,Stop Storage,Short,1
2022-01-02 0:00,0,4319.82623,199825,0,0,0,Stop Storage,Short,1
2022-01-02 1:00,0,4214.510282,199825,0,0,0,Stop Storage,Short,1
2022-01-02 2:00,0,4109.194335,199825,0,0,0,Stop Storage,Short,1
2022-01-02 3:00,0,4003.878387,199825,0,0,0,Stop Storage,Short,1
2022-01-02 4:00,0,3898.562439,199825,0,0,0,Stop Storage,Short,1
2022-01-02 5:00,0,3793.246491,199825,2.4505324,0,0,Stop Storage,Short,1
2022-01-02 6:00,0,3687.930543,199825,0,0,0,Stop Storage,Short,1
2022-01-02 7:00,0,3582.614595,199825,0,0,0,Stop Storage,Short,1
2022-01-02 8:00,14.27,3477.298647,199825,28.464424,0,1,Short,Stop Supply,0
2022-01-02 9:00,118.42,3490.141647,199825,272.2479,0,1,Short,Stop Supply,0
2022-01-02 10:00,394.51,3596.719647,199825,393.16556,0,1,Short,Stop Supply,0
2022-01-02 11:00,479.02,3951.778647,199825,503.51547,0,1,Short,Stop Supply,0
2022-01-02 12:00,517.59,4382.896647,199825,508.86154,0,1,Short,Stop Supply,0
2022-01-02 13:00,469.46,4848.727647,199825,398.2382,0,1,Short,Stop Supply,0
2022-01-02 14:00,350.9,5271.241647,199825,301.86575,0,1,Short,Stop Supply,0
2022-01-02 15:00,182.12,5587.051647,199825,155.8589,0,1,Short,Stop Supply,0
2022-01-02 16:00,56.38,5750.959647,199825,42.709213,0,1,Short,Stop Supply,0
2022-01-02 17:00,10.26,5801.701647,199825,0,0,0,Short,Short,1
2022-01-02 18:00,0,5705.6197,199825,0,0,0,Stop Storage,Short,1
2022-01-02 19:00,0,5600.303752,199825,0,0,0,Stop Storage,Short,1
2022-01-02 20:00,0,5494.987804,199825,0,0,0,Stop Storage,Short,1
2022-01-02 21:00,0,5389.671856,199825,0,0,0,Stop Storage,Short,1
2022-01-02 22:00,0,5284.355908,199825,0,0,0,Stop Storage,Short,1
2022-01-02 23:00,0,5179.03996,199825,0,0,0,Stop Storage,Short,1
2022-01-03 0:00,0,5073.724013,199825,0,0,0,Stop Storage,Short,1
2022-01-03 1:00,0,4968.408065,199825,0,0,0,Stop Storage,Short,1
2022-01-03 2:00,0,4863.092117,199825,0,0,0,Stop Storage,Short,1
2022-01-03 3:00,0,4757.776169,199825,0,0,0,Stop Storage,Short,1
2022-01-03 4:00,0,4652.460221,199825,0,0,0,Stop Storage,Short,1
2022-01-03 5:00,0,4547.144273,199825,1.2386191,0,0,Stop Storage,Short,1
2022-01-03 6:00,0,4441.828325,199825,0,0,0,Stop Storage,Short,1
2022-01-03 7:00,0,4336.512378,199825,0,0,0,Stop Storage,Short,1
2022-01-03 8:00,37.73,4231.19643,199825,122.16319,0,1,Short,Stop Supply,0
2022-01-03 9:00,300.53,4265.15343,199825,232.48,0,1,Short,Stop Supply,0
2022-01-03 10:00,505.99,4535.63043,199825,407.64847,0,1,Short,Stop Supply,0
2022-01-03 11:00,548.25,4991.02143,199825,485.84204,0,1,Short,Stop Supply,0
2022-01-03 12:00,566.96,5484.44643,199825,497.60178,0,1,Short,Stop Supply,0
2022-01-03 13:00,464.58,5994.71043,199825,458.7291,0,1,Short,Stop Supply,0
2022-01-03 14:00,333.76,6412.83243,199825,355.31604,0,1,Short,Stop Supply,0
2022-01-03 15:00,178.39,6713.21643,199825,194.84235,0,1,Short,Stop Supply,0
2022-01-03 16:00,58.44,6873.76743,199825,61.368202,0,1,Short,Stop Supply,0
2022-01-03 17:00,13.61,6926.36343,199825,0,0,0,Short,Short,1
2022-01-03 18:00,0,6833.296482,199825,0,0,0,Stop Storage,Short,1
2022-01-03 19:00,0,6727.980534,199825,0,0,0,Stop Storage,Short,1
2022-01-03 20:00,0,6622.664586,199825,0,0,0,Stop Storage,Short,1
2022-01-03 21:00,0,6517.348638,199825,0,0,0,Stop Storage,Short,1
2022-01-03 22:00,0,6412.032691,199825,0,0,0,Stop Storage,Short,1
2022-01-03 23:00,0,6306.716743,199825,0,0,0,Stop Storage,Short,1
2022-01-04 0:00,0,6201.400795,199825,0,0,0,Stop Storage,Short,1
2022-01-04 1:00,0,6096.084847,199825,0,0,0,Stop Storage,Short,1
2022-01-04 2:00,0,5990.768899,199825,0,0,0,Stop Storage,Short,1
2022-01-04 3:00,0,5885.452951,199825,0,0,0,Stop Storage,Short,1
2022-01-04 4:00,0,5780.137004,199825,0,0,0,Stop Storage,Short,1
2022-01-04 5:00,0,5674.821056,199825,0,0,0,Stop Storage,Short,1
2022-01-04 6:00,0,5569.505108,199825,0,0,0,Stop Storage,Short,1
2022-01-04 7:00,0,5464.18916,199825,0,0,0,Stop Storage,Short,1
2022-01-04 8:00,52.74,5358.873212,199825,132.7245,0,1,Short,Stop Supply,0
2022-01-04 9:00,272.16,5406.339212,199825,201.87376,0,1,Short,Stop Supply,0
2022-01-04 10:00,516.14,5651.283212,199825,0,0,1,Short,Stop Supply,0
2022-01-04 11:00,568.5,6115.809212,199825,0,0,1,Short,Stop Supply,0
2022-01-04 12:00,555.94,6627.459212,199825,0,0,1,Short,Stop Supply,0
2022-01-04 13:00,492.82,7127.805212,199825,0,0,1,Short,Stop Supply,0
2022-01-04 14:00,364.47,7571.343212,199825,228.74005,0,1,Short,Stop Supply,0
2022-01-04 15:00,189.57,7899.366212,199825,0,0,1,Short,Stop Supply,0
2022-01-04 16:00,58.9,8069.979212,199825,12.658138,0,1,Long,Stop Supply,0
2022-01-04 17:00,10.38,8069.979212,199863.7562,0,0,0,Short,Short,1
2022-01-04 18:00,0,7974.005264,199863.7562,2.7274497,0,0,Stop Storage,Short,1
2022-01-04 19:00,0,7868.689316,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-04 20:00,0,7763.373369,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-04 21:00,0,7658.057421,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-04 22:00,0,7552.741473,199863.7562,0.29253817,0,0,Stop Storage,Short,1
2022-01-04 23:00,0,7447.425525,199863.7562,3.4740162,0,0,Stop Storage,Short,1
2022-01-05 0:00,0,7342.109577,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 1:00,0,7236.793629,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 2:00,0,7131.477682,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 3:00,0,7026.161734,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 4:00,0,6920.845786,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 5:00,0,6815.529838,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 6:00,0,6710.21389,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 7:00,0,6604.897942,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 8:00,61.28,6499.581994,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-05 9:00,125.55,6554.733994,199863.7562,0.55887747,0,1,Short,Stop Supply,0
2022-01-05 10:00,0,6667.728994,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-05 11:00,0,6667.728994,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-05 12:00,0,6667.728994,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-05 13:00,0,6667.728994,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-05 14:00,31.72,6667.728994,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-05 15:00,7.33,6696.276994,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-05 16:00,7.04,6702.873994,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-05 17:00,0,6709.209994,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 18:00,0,6603.894047,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 19:00,0,6498.578099,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 20:00,0,6393.262151,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 21:00,0,6287.946203,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 22:00,0,6182.630255,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-05 23:00,0,6077.314307,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 0:00,0,5971.99836,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 1:00,0,5866.682412,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 2:00,0,5761.366464,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 3:00,0,5656.050516,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 4:00,0,5550.734568,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 5:00,0,5445.41862,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 6:00,0,5340.102673,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 7:00,0,5234.786725,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 8:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 9:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 10:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 11:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 12:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 13:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 14:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 15:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 16:00,0,5129.470777,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-06 17:00,0,5129.470777,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 18:00,0,5024.154829,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 19:00,0,4918.838881,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 20:00,0,4813.522933,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 21:00,0,4708.206985,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 22:00,0,4602.891038,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-06 23:00,0,4497.57509,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 0:00,0,4392.259142,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 1:00,0,4286.943194,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 2:00,0,4181.627246,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 3:00,0,4076.311298,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 4:00,0,3970.995351,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 5:00,0,3865.679403,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 6:00,0,3760.363455,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 7:00,0,3655.047507,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 8:00,0,3549.731559,199863.7562,50.319626,0,1,Stop Storage,Stop Supply,0
2022-01-07 9:00,0,3549.731559,199863.7562,149.50377,0,1,Stop Storage,Stop Supply,0
2022-01-07 10:00,0,3549.731559,199863.7562,369.85434,0,1,Stop Storage,Stop Supply,0
2022-01-07 11:00,0,3549.731559,199863.7562,504.59802,0,1,Stop Storage,Stop Supply,0
2022-01-07 12:00,0,3549.731559,199863.7562,450.59116,0,1,Stop Storage,Stop Supply,0
2022-01-07 13:00,0,3549.731559,199863.7562,160.91415,0,1,Stop Storage,Stop Supply,0
2022-01-07 14:00,0,3549.731559,199863.7562,94.90026,0,1,Stop Storage,Stop Supply,0
2022-01-07 15:00,0,3549.731559,199863.7562,168.05504,0,1,Stop Storage,Stop Supply,0
2022-01-07 16:00,0,3549.731559,199863.7562,12.691295,0,1,Stop Storage,Stop Supply,0
2022-01-07 17:00,0,3549.731559,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 18:00,0,3444.415611,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 19:00,0,3339.099663,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 20:00,0,3233.783716,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 21:00,0,3128.467768,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 22:00,0,3023.15182,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-07 23:00,0,2917.835872,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 0:00,0,2812.519924,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 1:00,0,2707.203976,199863.7562,0.029602949,0,0,Stop Storage,Short,1
2022-01-08 2:00,0,2601.888029,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 3:00,0,2496.572081,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 4:00,0,2391.256133,199863.7562,1.7568368,0,0,Stop Storage,Short,1
2022-01-08 5:00,0,2285.940185,199863.7562,3.6514142,0,0,Stop Storage,Short,1
2022-01-08 6:00,0,2180.624237,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 7:00,0,2075.308289,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 8:00,42.3,1969.992342,199863.7562,77.91276,0,1,Short,Stop Supply,0
2022-01-08 9:00,212.29,2008.062342,199863.7562,121.94215,0,1,Short,Stop Supply,0
2022-01-08 10:00,424.88,2199.123342,199863.7562,403.7814,0,1,Short,Stop Supply,0
2022-01-08 11:00,544.22,2581.515342,199863.7562,406.9155,0,1,Short,Stop Supply,0
2022-01-08 12:00,446.59,3071.313342,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-08 13:00,163.04,3473.244342,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-08 14:00,120.4,3619.980342,199863.7562,228.5747,0,1,Short,Stop Supply,0
2022-01-08 15:00,190.97,3728.340342,199863.7562,113.57333,0,1,Short,Stop Supply,0
2022-01-08 16:00,60.77,3900.213342,199863.7562,10.934396,0,1,Short,Stop Supply,0
2022-01-08 17:00,16.92,3954.906342,199863.7562,0,0,0,Short,Short,1
2022-01-08 18:00,0,3864.818394,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 19:00,0,3759.502446,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 20:00,0,3654.186498,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 21:00,0,3548.87055,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 22:00,0,3443.554602,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-08 23:00,0,3338.238654,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 0:00,0,3232.922707,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 1:00,0,3127.606759,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 2:00,0,3022.290811,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 3:00,0,2916.974863,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 4:00,0,2811.658915,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 5:00,0,2706.342967,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 6:00,0,2601.02702,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 7:00,0,2495.711072,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 8:00,24.98,2390.395124,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-09 9:00,112.06,2412.877124,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-09 10:00,30.53,2513.731124,199863.7562,1.0496433,0,1,Short,Stop Supply,0
2022-01-09 11:00,37.03,2541.208124,199863.7562,2.9555395,0,1,Short,Stop Supply,0
2022-01-09 12:00,0,2574.535124,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-09 13:00,0,2574.535124,199863.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-09 14:00,22.3,2574.535124,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-09 15:00,22.29,2594.605124,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-09 16:00,7.4,2614.666124,199863.7562,0,0,1,Short,Stop Supply,0
2022-01-09 17:00,0,2621.326124,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 18:00,0,2516.010176,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 19:00,0,2410.694228,199863.7562,0.57195014,0,0,Stop Storage,Short,1
2022-01-09 20:00,0,2305.37828,199863.7562,2.3321009,0,0,Stop Storage,Short,1
2022-01-09 21:00,0,2200.062332,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 22:00,0,2094.746385,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-09 23:00,0,1989.430437,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-10 0:00,0,1884.114489,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-10 1:00,0,1778.798541,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-10 2:00,0,1673.482593,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-10 3:00,0,1568.166645,199863.7562,0,0,0,Stop Storage,Short,1
2022-01-10 4:00,0,1462.850698,199863.7562,0,0,0,Stop Storage,Long,1
2022-01-10 5:00,0,1462.850698,199688.7562,0,0,0,Stop Storage,Long,1
2022-01-10 6:00,0,1462.850698,199513.7562,0,0,0,Stop Storage,Long,1
2022-01-10 7:00,0,1462.850698,199338.7562,0,0,0,Stop Storage,Long,1
2022-01-10 8:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 9:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 10:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 11:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 12:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 13:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 14:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 15:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 16:00,0,1462.850698,199163.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-10 17:00,0,1462.850698,199163.7562,0,0,0,Stop Storage,Long,1
2022-01-10 18:00,0,1462.850698,198988.7562,0,0,0,Stop Storage,Long,1
2022-01-10 19:00,0,1462.850698,198813.7562,0,0,0,Stop Storage,Long,1
2022-01-10 20:00,0,1462.850698,198638.7562,0,0,0,Stop Storage,Long,1
2022-01-10 21:00,0,1462.850698,198463.7562,0,0,0,Stop Storage,Long,1
2022-01-10 22:00,0,1462.850698,198288.7562,0,0,0,Stop Storage,Long,1
2022-01-10 23:00,0,1462.850698,198113.7562,0,0,0,Stop Storage,Long,1
2022-01-11 0:00,0,1462.850698,197938.7562,0,0,0,Stop Storage,Long,1
2022-01-11 1:00,0,1462.850698,197763.7562,0,0,0,Stop Storage,Long,1
2022-01-11 2:00,0,1462.850698,197588.7562,0,0,0,Stop Storage,Long,1
2022-01-11 3:00,0,1462.850698,197413.7562,0,0,0,Stop Storage,Long,1
2022-01-11 4:00,0,1462.850698,197238.7562,0,0,0,Stop Storage,Long,1
2022-01-11 5:00,0,1462.850698,197063.7562,0,0,0,Stop Storage,Long,1
2022-01-11 6:00,0,1462.850698,196888.7562,0,0,0,Stop Storage,Long,1
2022-01-11 7:00,0,1462.850698,196713.7562,0,0,0,Stop Storage,Long,1
2022-01-11 8:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 9:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 10:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 11:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 12:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 13:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 14:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 15:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 16:00,0,1462.850698,196538.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-11 17:00,0,1462.850698,196538.7562,0,0,0,Stop Storage,Long,1
2022-01-11 18:00,0,1462.850698,196363.7562,0,0,0,Stop Storage,Long,1
2022-01-11 19:00,0,1462.850698,196188.7562,0,0,0,Stop Storage,Long,1
2022-01-11 20:00,0,1462.850698,196013.7562,0,0,0,Stop Storage,Long,1
2022-01-11 21:00,0,1462.850698,195838.7562,0,0,0,Stop Storage,Long,1
2022-01-11 22:00,0,1462.850698,195663.7562,0,0,0,Stop Storage,Long,1
2022-01-11 23:00,0,1462.850698,195488.7562,0,0,0,Stop Storage,Long,1
2022-01-12 0:00,0,1462.850698,195313.7562,0,0,0,Stop Storage,Long,1
2022-01-12 1:00,0,1462.850698,195138.7562,0,0,0,Stop Storage,Long,1
2022-01-12 2:00,0,1462.850698,194963.7562,0,0,0,Stop Storage,Long,1
2022-01-12 3:00,0,1462.850698,194788.7562,0,0,0,Stop Storage,Long,1
2022-01-12 4:00,0,1462.850698,194613.7562,0,0,0,Stop Storage,Long,1
2022-01-12 5:00,0,1462.850698,194438.7562,0,0,0,Stop Storage,Long,1
2022-01-12 6:00,0,1462.850698,194263.7562,0,0,0,Stop Storage,Long,1
2022-01-12 7:00,0,1462.850698,194088.7562,0,0,0,Stop Storage,Long,1
2022-01-12 8:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 9:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 10:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 11:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 12:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 13:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 14:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 15:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 16:00,0,1462.850698,193913.7562,0,0,1,Stop Storage,Stop Supply,0
2022-01-12 17:00,0,1462.850698,193913.7562,0,0,0,Stop Storage,Long,1
2022-01-12 18:00,0,1462.850698,193738.7562,0,0,0,Stop Storage,Long,1
2022-01-12 19:00,0,1462.850698,193563.7562,0,0,0,Stop Storage,Long,1
2022-01-12 20:00,0,1462.850698,193388.7562,0,0,0,Stop Storage,Long,1
2022-01-12 21:00,0,1462.850698,193213.7562,0,0,0,Stop Storage,Long,1
2022-01-12 22:00,0,1462.850698,193038.7562,0,0,0,Stop Storage,Long,1
2022-01-12 23:00,0,1462.850698,192863.7562,0,0,0,Stop Storage,Long,1
2022-01-13 0:00,0,1462.850698,192688.7562,0,0,0,Stop Storage,Long,1
2022-01-13 1:00,0,1462.850698,192513.7562,0,0,0,Stop Storage,Long,1
2022-01-13 2:00,0,1462.850698,192338.7562,0,0,0,Stop Storage,Long,1
2022-01-13 3:00,0,1462.850698,192163.7562,0,0,0,Stop Storage,Long,1
2022-01-13 4:00,0,1462.850698,191988.7562,0,0,0,Stop Storage,Long,1
2022-01-13 5:00,0,1462.850698,191813.7562,0,0,0,Stop Storage,Long,1
2022-01-13 6:00,0,1462.850698,191638.7562,0,0,0,Stop Storage,Long,1
2022-01-13 7:00,0,1462.850698,191463.7562,0,0,0,Stop Storage,Long,1
2022-01-13 8:00,0,1462.850698,191288.7562,144.27296,0,1,Stop Storage,Stop Supply,0
2022-01-13 9:00,0,1462.850698,191288.7562,282.61407,0,1,Stop Storage,Stop Supply,0
2022-01-13 10:00,0,1462.850698,191288.7562,448.17517,0,1,Stop Storage,Stop Supply,0
2022-01-13 11:00,0,1462.850698,191288.7562,524.52686,0,1,Stop Storage,Stop Supply,0
2022-01-13 12:00,0,1462.850698,191288.7562,566.5109,0,1,Stop Storage,Stop Supply,0
2022-01-13 13:00,0,1462.850698,191288.7562,524.5549,0,1,Stop Storage,Stop Supply,0
2022-01-13 14:00,0,1462.850698,191288.7562,427.18512,0,1,Stop Storage,Stop Supply,0
2022-01-13 15:00,0,1462.850698,191288.7562,287.71545,0,1,Stop Storage,Stop Supply,0
2022-01-13 16:00,0,1462.850698,191288.7562,113.02799,0,1,Stop Storage,Stop Supply,0
2022-01-13 17:00,0,1462.850698,191288.7562,20.980867,0,0,Stop Storage,Long,1
2022-01-13 18:00,0,1462.850698,191113.7562,0,0,0,Stop Storage,Long,1
2022-01-13 19:00,0,1462.850698,190938.7562,0,0,0,Stop Storage,Long,1
2022-01-13 20:00,0,1462.850698,190763.7562,0,0,0,Stop Storage,Long,1
2022-01-13 21:00,0,1462.850698,190588.7562,0,0,0,Stop Storage,Long,1
2022-01-13 22:00,0,1462.850698,190413.7562,0,0,0,Stop Storage,Long,1
2022-01-13 23:00,0,1462.850698,190238.7562,0,0,0,Stop Storage,Long,1
2022-01-14 0:00,0,1462.850698,190063.7562,0,0,0,Stop Storage,Long,1
2022-01-14 1:00,0,1462.850698,189888.7562,0,0,0,Stop Storage,Long,1
2022-01-14 2:00,0,1462.850698,189713.7562,0,0,0,Stop Storage,Long,1
2022-01-14 3:00,0,1462.850698,189538.7562,0,0,0,Stop Storage,Long,1
