date,AC_W,SOL_RAD_SLOPE,TEMP,WS,HM
2022-03-07 6:00,10.36,4.23,-0.4,1.5,47
2022-03-07 7:00,70.7,67.34,-0.5,1.8,45
2022-03-07 8:00,248.51,213.47,1.8,1.5,42
2022-03-07 9:00,310.04,290.21,4.9,1.1,28
2022-03-07 10:00,244.14,293.09,6.3,0.9,28
2022-03-07 11:00,414.03,458.46,6.6,1.1,37
2022-03-07 12:00,431.69,476.33,7.9,1.2,40
2022-03-07 13:00,456.36,508.2,9.4,3.5,39
2022-03-07 14:00,403.23,475.27,9.4,3.9,36
2022-03-07 15:00,248.18,355.97,9.5,2.8,42
2022-03-07 16:00,140.99,202.6,9.1,3.2,48
2022-03-07 17:00,63.34,78.86,9.3,2.5,50
2022-03-07 18:00,10.19,11.52,8.5,1.9,54
2022-03-07 19:00,0,0,7.6,0.7,56
2022-03-07 20:00,0,0,8.1,1.3,48
2022-03-07 21:00,0,0,7,1.2,48
2022-03-07 22:00,0,0,6.6,1.2,51
2022-03-07 23:00,0,0,5.1,1.2,53
2022-03-08 0:00,0,0,5.7,1,52
2022-03-08 1:00,0,0,5.9,1.5,39
2022-03-08 2:00,0,0,6.6,0.5,32
2022-03-08 3:00,0,0,6.6,0.6,32
2022-03-08 4:00,0,0,5.1,0.9,37
2022-03-08 5:00,0,0,5.7,0.7,31
2022-03-08 6:00,10.23,8.31,4.4,1.4,32
2022-03-08 7:00,77.4,75.94,4.1,1,30
2022-03-08 8:00,266.02,229.47,6,0.8,30
2022-03-08 9:00,451.7,396.3,8.1,1.1,25
2022-03-08 10:00,581.68,541.52,9.4,1.1,29
2022-03-08 11:00,649.88,638.42,9.9,2.4,35
2022-03-08 12:00,656.59,674.92,9.8,2.9,34
2022-03-08 13:00,590.55,644.91,9.8,2,33
2022-03-08 14:00,475.44,568.75,10.2,1.9,42
2022-03-08 15:00,202.18,263.85,10,1.4,45
2022-03-08 16:00,104.97,69.46,9.2,1,49
2022-03-08 17:00,73.73,9.3,9,1.8,52
2022-03-08 18:00,10.46,0,8.4,1.5,54
2022-03-08 19:00,0,0,8.1,1.4,58
2022-03-08 20:00,0,0,7.4,0.9,60
2022-03-08 21:00,0,0,5.8,1.7,65
2022-03-08 22:00,0,0,5.2,1.4,67
2022-03-08 23:00,0,0,4.4,2.3,69
2022-03-09 0:00,0,0,3.1,1.3,75
2022-03-09 1:00,0,0,3,1.7,73
2022-03-09 2:00,0,0,4.6,2.8,66
2022-03-09 3:00,0,0,4.8,2.2,63
2022-03-09 4:00,0,0,6.2,2.4,53
2022-03-09 5:00,0,0,6.6,0.2,51
2022-03-09 6:00,10.3,8.17,5.5,1.2,55
2022-03-09 7:00,78.48,76.71,3.8,2.2,63
2022-03-09 8:00,274.49,237.27,5,1.6,58
2022-03-09 9:00,454.12,400.97,9.2,0.8,45
2022-03-09 10:00,580.88,535.43,10.2,4,54
2022-03-09 11:00,639.72,628.03,10.5,4.1,61
2022-03-09 12:00,631.92,651.91,10.7,3.4,62
2022-03-09 13:00,577.21,634.96,10.3,3.9,64
2022-03-09 14:00,467.84,555.08,10.2,2.9,60
2022-03-09 15:00,317.22,425.1,10.5,1.9,62
2022-03-09 16:00,150.51,249.78,10.6,1.3,61
2022-03-09 17:00,59.04,99.97,10.1,1,63
2022-03-09 18:00,20.69,23.55,9.3,1.6,68
2022-03-09 19:00,0,0,8.9,1,69
2022-03-09 20:00,0,0,8.4,0.2,74
2022-03-09 21:00,0,0,6.9,1.3,77
2022-03-09 22:00,0,0,5.9,1.4,80
2022-03-09 23:00,0,0,5,1.4,84
2022-03-10 0:00,0,0,4.5,1.8,84
2022-03-10 1:00,0,0,3.9,1.1,85
2022-03-10 2:00,0,0,3.8,1.3,82
2022-03-10 3:00,0,0,3.9,1.4,81
2022-03-10 4:00,0,0,5.5,1.7,70
2022-03-10 5:00,0,0,5,1.7,67
2022-03-10 6:00,6.8,5.9,7.2,1.6,54
2022-03-10 7:00,51.95,53.34,6.7,1.7,54
2022-03-10 8:00,202.89,172.16,8.1,1.1,47
2022-03-10 9:00,494.9,432.65,11.7,0.3,44
2022-03-10 10:00,614.18,582.79,11.7,1.2,49
2022-03-10 11:00,653.14,660.12,12.4,1.3,51
2022-03-10 12:00,644.61,684.03,14.9,1.9,29
2022-03-10 13:00,524.03,587.71,14.8,3.3,31
2022-03-10 14:00,423.66,508.92,14.5,4,29
2022-03-10 15:00,283.95,378.77,14.7,4.2,28
2022-03-10 16:00,137.79,194.14,16.6,2.2,24
2022-03-10 17:00,56.11,14.29,14.9,2.1,36
2022-03-10 18:00,10.35,10.5,11.9,1,66
2022-03-10 19:00,0,0,15.6,2.4,18
2022-03-10 20:00,0,0,15.3,2.2,16
2022-03-10 21:00,0,0,14,0.9,19
2022-03-10 22:00,0,0,13.3,0.5,20
2022-03-10 23:00,0,0,13.7,0.6,19
2022-03-11 0:00,0,0,13.3,0,20
2022-03-11 1:00,0,0,12.4,0.6,21
2022-03-11 2:00,0,0,11.6,1.5,23
2022-03-11 3:00,0,0,10.3,1.3,24
2022-03-11 4:00,0,0,11,1.3,23
2022-03-11 5:00,0,0,12.6,1.2,19
2022-03-11 6:00,6.79,11.82,12.4,1.6,18
2022-03-11 7:00,98.6,106.93,11.1,0.4,21
2022-03-11 8:00,298.61,281.23,14.1,0.8,27
2022-03-11 9:00,515.49,474,16.2,1.2,25
2022-03-11 10:00,551.64,583.81,17.8,1.6,18
2022-03-11 11:00,360.63,428.42,17,3.6,28
2022-03-11 12:00,419.91,487.3,17.7,2.7,33
2022-03-11 13:00,542.03,617.79,18,3.7,32
2022-03-11 14:00,486.06,604.84,20.5,1.4,27
2022-03-11 15:00,323.77,445.52,16.2,3.1,48
2022-03-11 16:00,150.3,263.74,15.6,1.6,42
2022-03-11 17:00,56.76,97.89,15,1.1,41
2022-03-11 18:00,13.7,24.39,14.4,0.4,40
2022-03-11 19:00,0,0,14,0.7,39
2022-03-11 20:00,0,0,13.2,0.8,45
2022-03-11 21:00,0,0,12.5,1.6,43
2022-03-11 22:00,0,0,13.6,0.1,44
2022-03-11 23:00,0,0,15.4,0.3,43
2022-03-12 0:00,0,0,14,2,46
2022-03-12 1:00,0,0,13.2,1.7,50
2022-03-12 2:00,0,0,11.4,0.9,57
2022-03-12 3:00,0,0,11,1,63
2022-03-12 4:00,0,0,11.2,2.1,63
2022-03-12 5:00,0,0,10,1.3,62
2022-03-12 6:00,13.73,12.14,9.3,0.6,69
2022-03-12 7:00,76.55,76.86,8.7,1.2,68
2022-03-12 8:00,261.39,232.61,10.6,2.5,55
2022-03-12 9:00,447.47,400.5,11.1,3.7,69
2022-03-12 10:00,528.42,529.59,11.1,4.5,74
2022-03-12 11:00,522.26,584.86,11.7,3.1,74
2022-03-12 12:00,601.42,638.82,12.5,2.2,60
2022-03-12 13:00,480.18,547.64,12.5,1.6,58
2022-03-12 14:00,442.91,546.15,11.9,1.4,65
2022-03-12 15:00,312.62,430.39,12.4,1.7,70
2022-03-12 16:00,108.87,145.22,12,0.9,76
2022-03-12 17:00,50.04,52.9,11.1,1.3,82
2022-03-12 18:00,10.34,17.64,10.9,1.9,85
2022-03-12 19:00,0,0,10.7,1.9,92
2022-03-12 20:00,0,0,10.8,1.4,94
2022-03-12 21:00,0,0,10.8,0.7,94
2022-03-12 22:00,0,0,10.9,1.4,93
2022-03-12 23:00,0,0,11,1.7,88
2022-03-13 0:00,0,0,10.9,1.6,85
2022-03-13 1:00,0,0,10.7,2.9,82
2022-03-13 2:00,0,0,8.9,4.8,86
2022-03-13 3:00,0,0,9.4,2.7,84
2022-03-13 4:00,0,0,9.2,1.8,86
2022-03-13 5:00,0,0,8.8,0.3,95
2022-03-13 6:00,0,0,8.6,0.8,99
2022-03-13 7:00,30.74,16.82,8.2,2.9,99
2022-03-13 8:00,44.43,40.43,7.4,3.7,99
2022-03-13 9:00,45.8,46.16,7.3,3.7,99
2022-03-13 10:00,43.44,37.19,7.2,2.2,97
2022-03-13 11:00,52.43,53.48,6.9,2.6,99
2022-03-13 12:00,67.98,79.96,7.5,1.3,99
2022-03-13 13:00,43.05,34.16,7.4,2.4,99
2022-03-13 14:00,35.45,29.66,7.6,1.8,99
2022-03-13 15:00,40.45,48.3,7.4,2.8,99
2022-03-13 16:00,50,53.85,7.9,1.4,99
2022-03-13 17:00,37.76,24.9,7.7,2,98
2022-03-13 18:00,3.41,10.94,7.6,1.7,97
2022-03-13 19:00,0,0,7.7,2.8,93
2022-03-13 20:00,0,0,7.8,3,91
2022-03-13 21:00,0,0,7.8,2,90
2022-03-13 22:00,0,0,7.8,2,89
2022-03-13 23:00,0,0,7.8,1.6,88
2022-03-14 0:00,0,0,7.9,1,87
2022-03-14 1:00,0,0,8,1.8,85
2022-03-14 2:00,0,0,8,1.6,84
2022-03-14 3:00,0,0,8,1.2,84
2022-03-14 4:00,0,0,8.1,0.1,84
2022-03-14 5:00,0,0,7.3,0,95
2022-03-14 6:00,3.41,13.13,7.2,0.7,99
2022-03-14 7:00,38.23,28.2,7.3,0.4,99
2022-03-14 8:00,45.57,48.16,7.5,0.9,99
2022-03-14 9:00,67.68,99.53,7.8,1.2,99
2022-03-14 10:00,69.82,105.95,8.4,2.5,99
2022-03-14 11:00,103.34,160.2,8.8,3.1,99
2022-03-14 12:00,103,149.96,9.3,3.5,99
2022-03-14 13:00,200.66,278.94,10.5,3.7,89
2022-03-14 14:00,95.1,122.1,10.4,4.8,87
2022-03-14 15:00,155.53,201.69,10.5,3.4,89
2022-03-14 16:00,104.27,145.18,11.1,0.5,94
2022-03-14 17:00,59.07,94.32,11.3,0.6,94
2022-03-14 18:00,13.65,18.27,10.7,1.5,95
2022-03-14 19:00,0,0,13.5,2.8,60
2022-03-14 20:00,0,0,12.9,2.3,57
2022-03-14 21:00,0,0,12.4,2.8,55
2022-03-14 22:00,0,0,12.2,6.6,51
2022-03-14 23:00,0,0,11.6,3,53
2022-03-15 0:00,0,0,10.8,2.1,55
2022-03-15 1:00,0,0,10.2,2.4,57
2022-03-15 2:00,0,0,10,2.4,57
2022-03-15 3:00,0,0,9.7,2.2,56
2022-03-15 4:00,0,0,8.6,0.2,62
2022-03-15 5:00,0,0,8,1.2,62
2022-03-15 6:00,0,0,7.3,1.6,64
2022-03-15 7:00,0,0,7.3,1.2,64
2022-03-15 8:00,37.26,364,8.9,1.3,61
2022-03-15 9:00,0,0,11,1.6,51
2022-03-15 10:00,0,0,11.3,1.7,52
2022-03-15 11:00,0,0,11.4,1.6,72
2022-03-15 12:00,0,0,11.1,2.3,72
2022-03-15 13:00,51.71,660.19,11.5,2.8,73
2022-03-15 14:00,0,0,10.7,3,75
2022-03-15 15:00,0,0,11.2,3.7,74
2022-03-15 16:00,0,0,11,3.4,79
2022-03-15 17:00,0,0,10.8,3.9,81
2022-03-15 18:00,0,0,10.6,4.2,84
2022-03-15 19:00,0,0,10.4,2.2,82
2022-03-15 20:00,0,0,9.9,0.5,83
2022-03-15 21:00,0,0,9.3,0.4,84
2022-03-15 22:00,0,0,8.1,1.4,91
2022-03-15 23:00,0,0,8.2,1.4,88
2022-03-16 0:00,0,0,10.7,3.4,62
2022-03-16 1:00,0,0,7.6,1.3,87
2022-03-16 2:00,0,0,7.7,1.9,77
2022-03-16 3:00,0,0,6,1.2,79
2022-03-16 4:00,0,0,5.8,1.7,76
2022-03-16 5:00,0,0,7.1,1,68
2022-03-16 6:00,0,0,8.6,2,53
2022-03-16 7:00,7.2,92.75,8.2,1.3,59
2022-03-16 8:00,0,0,11.2,1.5,49
2022-03-16 9:00,39.13,419.13,12.5,0.5,49
2022-03-16 10:00,0,0,13.3,1.1,48
2022-03-16 11:00,105.7,647.28,13.2,1.3,66
2022-03-16 12:00,0,0,14.2,1.2,59
2022-03-16 13:00,0,0,14.3,1.2,52
2022-03-16 14:00,84.23,597.18,14.9,2.1,39
2022-03-16 15:00,0,0,14.1,1.2,51
2022-03-16 16:00,0,0,13.3,1.3,61
2022-03-16 17:00,11.55,109.6,12.6,2.9,75
2022-03-16 18:00,0,0,11.6,2.2,75
2022-03-16 19:00,0,0,10.9,0.2,75
2022-03-16 20:00,0,0,10.6,0.7,78
2022-03-16 21:00,0,0,10.2,1.3,88
2022-03-16 22:00,0,0,10.5,1.5,86
2022-03-16 23:00,0,0,10.5,0.8,83
2022-03-17 0:00,0,0,9.7,1.2,84
2022-03-17 1:00,0,0,9.1,1,84
2022-03-17 2:00,0,0,8.5,1,87
2022-03-17 3:00,0,0,7.9,1.2,92
2022-03-17 4:00,0,0,7.5,1.1,95
2022-03-17 5:00,0,0,7.2,0.6,98
2022-03-17 6:00,0,0,7.1,0.4,99
2022-03-17 7:00,6.72,19.04,7,0.7,99
2022-03-17 8:00,3.89,45.5,6.9,1.5,99
2022-03-17 9:00,0,0,6.6,1.1,99
2022-03-17 10:00,0,0,6.9,1.2,93
2022-03-17 11:00,9.21,143.94,7.3,1.3,88
2022-03-17 12:00,8.13,85.31,7.3,0.1,90
2022-03-17 13:00,0,0,6.6,1.7,89
2022-03-17 14:00,0,0,6.8,1.7,82
2022-03-17 15:00,0,0,6.5,0.7,89
2022-03-17 16:00,7.42,33.69,6.3,0.3,94
2022-03-17 17:00,0,0,6.1,0.7,98
2022-03-17 18:00,0,0,6.4,0.9,98
2022-03-17 19:00,0,0,6.6,2.4,93
2022-03-17 20:00,0,0,6.7,2.3,92
2022-03-17 21:00,0,0,6.7,2.2,93
2022-03-17 22:00,0,0,6.2,0.5,96
2022-03-17 23:00,0,0,6.2,3.1,93
2022-03-18 0:00,0,0,6.5,2.5,93
2022-03-18 1:00,0,0,6,2.5,94
2022-03-18 2:00,0,0,6.1,2.9,91
2022-03-18 3:00,0,0,6.1,3.3,89
2022-03-18 4:00,0,0,5.9,3,90
2022-03-18 5:00,0,0,5.7,2.5,90
2022-03-18 6:00,0,0,5.7,3.2,91
2022-03-18 7:00,3.35,16.63,5.6,2.4,91
2022-03-18 8:00,0,0,6.1,2.6,87
2022-03-18 9:00,0,0,5.9,2.4,85
2022-03-18 10:00,4.84,77,6,2.5,86
2022-03-18 11:00,0,0,5.8,3.5,80
2022-03-18 12:00,16.2,246.75,5.4,2.7,84
2022-03-18 13:00,0,0,5.6,2.9,73
2022-03-18 14:00,4.39,64.31,5.3,1.3,76
2022-03-18 15:00,0,0,5,0.2,82
2022-03-18 16:00,3.39,20.56,5,1.1,85
2022-03-18 17:00,20.41,15.75,5.8,3.9,73
2022-03-18 18:00,3.45,11.38,6.2,4.4,69
2022-03-18 19:00,0,0,5.7,1.6,72
2022-03-18 20:00,0,0,5,2.2,85
2022-03-18 21:00,0,0,4.8,2.4,85
2022-03-18 22:00,0,0,4.5,1.9,93
2022-03-18 23:00,0,0,5.3,3.3,82
2022-03-19 0:00,0,0,4.5,1,90
2022-03-19 1:00,0,0,5.9,4.2,80
2022-03-19 2:00,0,0,5.8,3.5,84
2022-03-19 3:00,0,0,5.7,3.1,84
2022-03-19 4:00,0,0,4.9,1.5,90
2022-03-19 5:00,0,0,3.7,1.2,98
2022-03-19 6:00,3.4,11.81,2.4,0.8,99
2022-03-19 7:00,34,21.13,2.3,1.1,99
2022-03-19 8:00,42.2,28.4,1.7,2.1,99
2022-03-19 9:00,51.24,67.63,1.9,2.6,99
2022-03-19 10:00,95.77,129.83,1.9,2.2,99
2022-03-19 11:00,146.08,180.87,2.9,0.8,99
2022-03-19 12:00,116.35,138.11,3.7,1,99
2022-03-19 13:00,108.81,141.61,2.9,1.3,99
2022-03-19 14:00,107.82,131.43,2.7,2.3,99
2022-03-19 15:00,102.54,137.49,3,1.6,99
2022-03-19 16:00,56.21,62.67,3.5,2.2,99
2022-03-19 17:00,43.54,33.25,3.3,1.4,99
2022-03-19 18:00,3.45,15.31,2.9,2.2,99
2022-03-19 19:00,0,0,3,1.4,99
2022-03-19 20:00,0,0,3,2.3,98
2022-03-19 21:00,0,0,2.9,1.1,97
2022-03-19 22:00,0,0,3.4,1.6,93
2022-03-19 23:00,0,0,3.4,2.4,90
2022-03-20 0:00,0,0,3.4,1.5,89
2022-03-20 1:00,0,0,3.5,1.5,86
2022-03-20 2:00,0,0,3.6,0.5,84
2022-03-20 3:00,0,0,3.2,0.5,89
2022-03-20 4:00,0,0,2.8,0.9,95
2022-03-20 5:00,0,0,3,1.1,92
2022-03-20 6:00,6.83,16.4,2.9,1.5,91
2022-03-20 7:00,79,73.72,3.2,0.8,92
2022-03-20 8:00,262.99,264.07,4.5,0.4,91
2022-03-20 9:00,237.64,277.81,5.7,1.1,76
2022-03-20 10:00,444.67,511.84,6.6,0.8,77
2022-03-20 11:00,484.6,477.35,7.7,1.4,74
2022-03-20 12:00,464.75,531.31,8.1,1.2,67
2022-03-20 13:00,331.75,432.76,8.3,1.1,59
2022-03-20 14:00,212.32,258.92,8.6,1.6,57
2022-03-20 15:00,279.14,396.34,9.1,0.9,51
2022-03-20 16:00,197.02,343.37,9.4,3.3,48
2022-03-20 17:00,63.14,107.26,9.6,2.4,47
2022-03-20 18:00,20.98,29.02,8.5,1,53
2022-03-20 19:00,0,0,7.1,1.5,60
2022-03-20 20:00,0,0,7.6,1.1,54
2022-03-20 21:00,0,0,6.4,1.9,62
2022-03-20 22:00,0,0,6.5,2.1,56
2022-03-20 23:00,0,0,6.7,3.1,54
2022-03-21 0:00,0,0,6.6,2.7,53
2022-03-21 1:00,0,0,6.2,1.9,52
2022-03-21 2:00,0,0,4.8,1.6,61
2022-03-21 3:00,0,0,4.7,1.5,60
2022-03-21 4:00,0,0,3.7,1.5,66
2022-03-21 5:00,0,0,3.2,1.5,67
2022-03-21 6:00,21.34,22.53,2.7,1.5,68
2022-03-21 7:00,111.26,111.38,2.6,1.3,69
2022-03-21 8:00,271.43,237.53,4.3,1.3,66
2022-03-21 9:00,436.6,439.94,8.1,1.4,41
2022-03-21 10:00,653.23,610.24,7.2,3.7,51
2022-03-21 11:00,680.7,696.18,7.6,3.7,60
2022-03-21 12:00,646.13,642.32,8.3,2.8,60
2022-03-21 13:00,418.9,473.48,8.1,2.7,63
2022-03-21 14:00,436.64,546.7,9.4,1.9,61
2022-03-21 15:00,233.53,303.7,8.7,1.8,69
2022-03-21 16:00,87.16,109.23,7.7,2,72
2022-03-21 17:00,49.25,52.46,7.4,2.4,76
2022-03-21 18:00,13.78,19.58,7.8,2,77
2022-03-21 19:00,0,0,7.6,0.7,75
2022-03-21 20:00,0,0,6.7,1.3,80
2022-03-21 21:00,0,0,6.2,1.2,82
2022-03-21 22:00,0,0,5.8,1.1,84
2022-03-21 23:00,0,0,5.6,0.7,86
2022-03-22 0:00,0,0,5.1,0.9,87
2022-03-22 1:00,0,0,4.7,1.1,87
2022-03-22 2:00,0,0,4.2,1.1,85
2022-03-22 3:00,0,0,5.4,2,68
2022-03-22 4:00,0,0,4.8,1.1,63
2022-03-22 5:00,0,0,3.5,1.3,73
2022-03-22 6:00,22.78,28.44,3.7,2.2,65
2022-03-22 7:00,152.69,142.37,4.5,1.7,53
2022-03-22 8:00,378.23,318.94,6.2,1,58
2022-03-22 9:00,550.44,486.25,8.4,2.5,37
2022-03-22 10:00,680.33,632.15,8.6,4,43
2022-03-22 11:00,743.97,725.78,8.5,6.6,43
2022-03-22 12:00,736.2,757.79,8.6,6.7,44
2022-03-22 13:00,668.09,729.57,8.8,7.5,48
2022-03-22 14:00,551.2,643.82,8.8,7.4,50
2022-03-22 15:00,376.82,503.13,9,6.1,52
2022-03-22 16:00,178.78,343.8,8.7,5.2,55
2022-03-22 17:00,67.36,151.19,8.4,4.3,56
2022-03-22 18:00,24.51,32.31,7.6,3.2,59
2022-03-22 19:00,0,0,6.7,1.2,65
2022-03-22 20:00,0,0,5.6,1.6,71
2022-03-22 21:00,0,0,5.2,1.9,73
2022-03-22 22:00,0,0,4.4,1.2,78
2022-03-22 23:00,0,0,4.7,1.6,74
2022-03-23 0:00,0,0,4.3,1.9,75
2022-03-23 1:00,0,0,3.5,1.8,77
2022-03-23 2:00,0,0,3.3,1.7,73
2022-03-23 3:00,0,0,3.6,2,64
2022-03-23 4:00,0,0,3.1,1.7,64
2022-03-23 5:00,0,0,2.9,1,65
2022-03-23 6:00,17.11,11.11,4.2,2.4,55
2022-03-23 7:00,43.82,33.29,4.3,0.6,60
2022-03-23 8:00,59.77,69.02,5.2,1.2,61
2022-03-23 9:00,110.26,140,7.2,1.1,48
2022-03-23 10:00,226.45,275.37,8.9,1,47
2022-03-23 11:00,337.88,399.69,10.6,2.1,40
2022-03-23 12:00,191.4,240.7,11.3,1.6,38
2022-03-23 13:00,172.13,218.53,10.4,1.1,37
2022-03-23 14:00,264.14,319.71,10.6,1.6,44
2022-03-23 15:00,272.15,379.53,10.9,2.8,40
2022-03-23 16:00,126.59,204.54,11.8,2.9,40
2022-03-23 17:00,68.7,105.26,10.7,1.4,43
2022-03-23 18:00,28.15,30.08,9.8,1.5,44
2022-03-23 19:00,0,0,8.3,1.4,49
2022-03-23 20:00,0,0,7.5,1.1,52
2022-03-23 21:00,0,0,8.2,2.2,44
2022-03-23 22:00,0,0,7.5,0.9,47
2022-03-23 23:00,0,0,8,0.5,45
2022-03-24 0:00,0,0,8.3,1.9,45
2022-03-24 1:00,0,0,7.7,0.8,49
2022-03-24 2:00,0,0,7,0.7,53
2022-03-24 3:00,0,0,7.7,1.1,54
2022-03-24 4:00,0,0,7.7,1.6,54
2022-03-24 5:00,0,0,7.1,1.4,58
2022-03-24 6:00,24.48,21.69,6.5,1.8,60
2022-03-24 7:00,114.26,118.45,8.1,0.9,56
2022-03-24 8:00,311.76,285.94,8.5,0.6,59
2022-03-24 9:00,481.77,450.7,11.5,1.3,48
2022-03-24 10:00,586.57,585.56,12.9,1.3,44
2022-03-24 11:00,513.48,549.65,13.1,4.5,46
2022-03-24 12:00,564.35,639.59,14.3,4.5,44
2022-03-24 13:00,482.51,576.3,14.4,3.4,42
2022-03-24 14:00,298.04,379.53,14.6,4.1,43
2022-03-24 15:00,252.84,346.06,14.5,4.1,45
2022-03-24 16:00,151.38,220.46,14.4,3.3,45
2022-03-24 17:00,70.66,102.3,14,2,47
2022-03-24 18:00,14.06,31.28,13.3,1.4,49
2022-03-24 19:00,0,0,12,0.2,54
2022-03-24 20:00,0,0,11.2,0.6,58
2022-03-24 21:00,0,0,10.5,0.2,62
2022-03-24 22:00,0,0,9.9,0.1,64
2022-03-24 23:00,0,0,8.5,0.8,68
2022-03-25 0:00,0,0,8.9,0.9,65
2022-03-25 1:00,0,0,9.4,1,63
2022-03-25 2:00,0,0,8.9,1,66
2022-03-25 3:00,0,0,10.7,0.5,60
2022-03-25 4:00,0,0,10.2,0.8,62
2022-03-25 5:00,0,0,9.5,2,66
2022-03-25 6:00,17.39,18.11,10.3,0,65
2022-03-25 7:00,60.61,66.98,10.6,0.2,62
2022-03-25 8:00,175.96,198.95,11.3,0.9,60
2022-03-25 9:00,424.93,418.69,12.8,0.7,58
2022-03-25 10:00,324.07,367.28,13.6,1.8,53
2022-03-25 11:00,281.68,343.04,12.9,0.7,64
2022-03-25 12:00,260.05,327.76,14.3,1.4,48
2022-03-25 13:00,347.49,469.56,15.2,0.4,41
2022-03-25 14:00,222.09,292.76,13.8,1.3,66
2022-03-25 15:00,154.13,206.83,13.4,1.2,68
2022-03-25 16:00,78.32,100.37,12.9,1.7,73
2022-03-25 17:00,32.89,34.86,12.9,0.9,73
2022-03-25 18:00,16.75,7,12.4,0.3,81
2022-03-25 19:00,0,0,12.7,0.3,74
2022-03-25 20:00,0,0,13.6,1.5,59
2022-03-25 21:00,0,0,14.3,1,52
2022-03-25 22:00,0,0,13.1,0.5,62
2022-03-25 23:00,0,0,11.2,1.3,93
2022-03-26 0:00,0,0,10.9,1.2,99
2022-03-26 1:00,0,0,11.7,1.2,99
2022-03-26 2:00,0,0,12,5.3,99
2022-03-26 3:00,0,0,12.3,2.4,99
2022-03-26 4:00,0,0,12.7,5.1,99
2022-03-26 5:00,0,0,12.6,5.1,99
2022-03-26 6:00,16.93,18.37,12.6,6.6,97
2022-03-26 7:00,63.21,74.42,12.7,3.1,95
2022-03-26 8:00,284.15,277.05,13.5,2.2,93
2022-03-26 9:00,135.83,160.56,13.8,0.7,88
2022-03-26 10:00,89.06,116.89,11.6,7.6,93
2022-03-26 11:00,232.44,325.43,12.2,5.5,93
2022-03-26 12:00,330.31,390.36,12.8,6.6,88
2022-03-26 13:00,208.16,270.54,11.5,6.2,90
2022-03-26 14:00,146.69,188.75,11.5,7.2,80
2022-03-26 15:00,56.78,66.9,10.2,8,82
2022-03-26 16:00,92.96,127.17,10.6,4.3,79
2022-03-26 17:00,60.35,67.67,11.3,1.9,80
2022-03-26 18:00,20.76,26.33,11.3,1.6,77
2022-03-26 19:00,0,0,11.2,0.8,78
2022-03-26 20:00,0,0,10.1,0.3,94
2022-03-26 21:00,0,0,9.4,1,97
2022-03-26 22:00,0,0,9.2,0,97
2022-03-26 23:00,0,0,8.4,0.9,99
2022-03-27 0:00,0,0,8.2,1.5,99
2022-03-27 1:00,0,0,8.4,1,99
2022-03-27 2:00,0,0,8.6,3,99
2022-03-27 3:00,0,0,9.3,1.1,99
2022-03-27 4:00,0,0,8.4,1.2,97
2022-03-27 5:00,0,0,8,1.6,99
2022-03-27 6:00,32.73,45.17,6.9,1.4,99
2022-03-27 7:00,183.07,169.61,7.7,1.5,99
2022-03-27 8:00,343.4,302.86,10.7,1.2,74
2022-03-27 9:00,551.66,512.53,12.2,0.6,70
2022-03-27 10:00,640.78,647.76,11.3,1.1,72
2022-03-27 11:00,709.69,739.01,14.8,1.5,54
2022-03-27 12:00,689.6,755.16,16.9,4.4,23
2022-03-27 13:00,598.85,686.44,17.1,4.1,27
2022-03-27 14:00,542.68,614.91,16.4,5.8,27
2022-03-27 15:00,315.99,428.23,16.1,4,30
2022-03-27 16:00,201.8,369.14,15.7,5.3,26
2022-03-27 17:00,66.66,180.87,15.1,3.7,26
2022-03-27 18:00,24.8,40.19,13.7,3,26
2022-03-27 19:00,0,0,12.3,2.3,30
2022-03-27 20:00,0,0,10.2,2.3,59
2022-03-27 21:00,0,0,10.8,2.4,30
2022-03-27 22:00,0,0,10,2.8,26
2022-03-27 23:00,0,0,8.9,1.9,27
2022-03-28 0:00,0,0,8.8,2.8,25
2022-03-28 1:00,0,0,8.3,2.4,25
2022-03-28 2:00,0,0,7,1.6,30
2022-03-28 3:00,0,0,6.3,1.6,32
2022-03-28 4:00,0,0,3.8,1.7,51
2022-03-28 5:00,0,0,3,2,55
2022-03-28 6:00,38.43,40.69,2.5,1.8,57
2022-03-28 7:00,216.2,191.26,3.8,1.8,53
2022-03-28 8:00,456.43,390.36,6.9,1.9,40
2022-03-28 9:00,591.1,538.49,9.9,1.3,23
2022-03-28 10:00,711.07,691.51,11,1.4,25
2022-03-28 11:00,763.82,781.23,10.3,2.7,27
2022-03-28 12:00,747.85,805.69,11,2.1,28
2022-03-28 13:00,686.88,777.29,11.4,3.1,27
2022-03-28 14:00,572.44,685.78,11.3,3.3,34
2022-03-28 15:00,400.39,549.06,10.9,3.9,37
2022-03-28 16:00,179.3,373.9,10.5,5.2,38
2022-03-28 17:00,60.74,186.74,10.3,5.6,45
2022-03-28 18:00,27.79,49.38,10,2.8,45
2022-03-28 19:00,0,0,9.1,1.4,49
2022-03-28 20:00,0,0,8.3,0.5,51
2022-03-28 21:00,0,0,6.6,1,60
2022-03-28 22:00,0,0,6.1,1.5,65
2022-03-28 23:00,0,0,5.8,1.7,66
2022-03-29 0:00,0,0,4.9,2.1,67
2022-03-29 1:00,0,0,5.6,1.8,61
2022-03-29 2:00,0,0,6.4,2.4,52
2022-03-29 3:00,0,0,6.3,2.3,50
2022-03-29 4:00,0,0,5.9,2.1,50
